,incident_id,case_number,incident_datetime,incident_type_primary,incident_description,clearance_type,address_1,address_2,city,state,zip,country,latitude,longitude,created_at,updated_at,location,hour_of_day,day_of_week,parent_incident_type,University of Illinois Police Department Patrol Boundary Shapes - i5tx-m5f3
7791,863701062,II1800806,07/12/2018 02:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/>LOST WALLET *WALLET RECOVERED 7/12/18*,,1400 Block GREEN ST W,,URBANA,IL,,,40.1099,-88.2272,07/13/2018 08:02:07 PM,07/13/2018 08:02:07 PM,POINT (-88.2272 40.1099),14,Thursday,Other,206477.0
7792,863955585,II1800812,07/13/2018 11:30:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST ILDL BETWEEN GOING TO BROTHERS BAR AND JIMMY JOHNS,,600 Block GREEN ST E,,URBANA,IL,,,40.1102,-88.2298,07/16/2018 02:02:06 PM,07/16/2018 02:02:32 PM,POINT (-88.2298 40.1102),23,Friday,Other,206477.0
7793,863952744,II1800807,07/14/2018 03:03:00 AM,[UIPD] DRIVING UNDER THE INFL-ALCOHOL,"DRIVING UNDER THE INFL-ALCOHOL <BR/><BR/>DRIVER WAS STOPPED FOR DRIVING THE WRONG WAY DOWN A ONE WAY STREET. AFTER INVESTIGATION, DRIVER WAS ARRESTED FOR DRIVING UNDER THE INFLUENCE OF ALCOHOL.",,400 Block JOHN ST E,,URBANA,IL,,,40.1041,-88.2334,07/16/2018 01:02:06 PM,07/16/2018 01:02:52 PM,POINT (-88.2334 40.1041),3,Saturday,Traffic,206477.0
7794,869055192,II1800951,08/29/2018 12:36:00 AM,[UIPD] UI WARNING TRAFFIC CONTROL DEV,UI WARNING TRAFFIC CONTROL DEV <BR/><BR/>OFFICER OBSERVED A TRAFFIC VIOLATION AND INITIATED A TRAFFIC STOP. OFFICER SMELLED THE ODOR OF CANNABIS COMING FROM THE VEHICLE AND A SEARCH WAS CONDUCTED. A PELLET GUN AND SKI MAS K WERE LOCATED. OCCUPANTS WERE ISSUED U OF I LETERS OF NO TR ESPASS AND THE DRIVER WAS ISSUED A WRITTEN WARNING WARNING: DRIVING IN PROHIBITED LANE - BUS LANE ONLY,,SIXTH S & JOHN,,URBANA,IL,,,40.1103,-88.2304,09/03/2018 01:02:05 PM,09/03/2018 01:02:32 PM,POINT (-88.2304 40.1103),0,Wednesday,Traffic,206477.0
7800,863955584,II1800813,07/15/2018 01:00:00 AM,[UIPD] CRIMINAL DAMAGE GOVT SUPPORT PROP,CRIMINAL DAMAGE GOVT SUPPORT PROP <BR/><BR/>AN UNKNOWN OFFENDER HAD SCRATCHED THE DOOR OF ROOM 203 IN OGLESBY HALL.,,1000 Block COLLEGE CT,,URBANA,IL,,,40.0989,-88.2215,07/16/2018 02:02:06 PM,07/16/2018 02:02:34 PM,POINT (-88.2215 40.0989),1,Sunday,Property Crime,206477.0
7801,880616156,II1801097,09/21/2018 04:00:00 PM,[UIPD] OTHER/MISC UIPD SECTION,OTHER/MISC UIPD SECTION <BR/><BR/>HANDGUNS THAT THE FACULTY STAFF USED AT ONE TIME WITH UNIVERSITY OF ILLINOIS PROPERTY TAGS TO BE DESTROYED.,,1100 Block SPRINGFIELD AVE W,,URBANA,IL,,,40.113,-88.2235,10/10/2018 01:02:07 PM,10/10/2018 01:02:50 PM,POINT (-88.2235 40.113),16,Friday,Other,206477.0
7802,880215502,II1801176,10/04/2018 03:34:00 PM,[UIPD] THEFT-RETAIL,THEFT-RETAIL <BR/><BR/>THEFT FROM BOOKSTORE REPORTED BY IUB LOSS PREVENTION. SUSPECT INFORMATION AVAILABLE.,,800 Block WRIGHT ST S,,URBANA,IL,,,40.1083,-88.2292,10/07/2018 02:02:01 PM,10/07/2018 02:02:42 PM,POINT (-88.2292 40.1083),15,Thursday,Theft,206477.0
7803,880215503,II1801183,10/05/2018 02:12:00 AM,[UIPD] ASSIST OTHER POLICE DEPT,ASSIST OTHER POLICE DEPT <BR/><BR/>OFFICERS WERE FLAGGED DOEN IN THE 500 BLOCK OF EAST GREEN IN REFERENCE TO A PHYSICAL DOMESTIC THAT HAD JUST OCCURRED. SU SPECT WAS LOCATED AND ARRESTED BY CPD,,SIXTH ST & GREEN ST E,,URBANA,IL,,,40.1103,-88.2304,10/07/2018 02:02:01 PM,10/07/2018 02:02:02 PM,POINT (-88.2304 40.1103),2,Friday,Other,206477.0
7804,880616155,II1801206,10/08/2018 10:15:00 PM,[UIPD] BURGLARY FROM MOTOR VEHICLE,BURGLARY FROM MOTOR VEHICLE <BR/><BR/> A BURGLARY TO A MOTOR VEHICLE WAS REPORTED,,FLORIDA AV W & MARYLAND,,URBANA,IL,,,40.0975,-88.2219,10/10/2018 01:02:07 PM,10/10/2018 01:02:50 PM,POINT (-88.2219 40.0975),22,Monday,Theft from Vehicle,206477.0
7805,880616158,II1801204,10/09/2018 12:26:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/>LOST PHONE *RECOVERED AT CPD*,,SIXTH ST & JOHN ST E,,URBANA,IL,,,40.1091,-88.2304,10/10/2018 01:02:07 PM,10/10/2018 01:02:33 PM,POINT (-88.2304 40.1091),12,Tuesday,Other,206477.0
7806,874145864,II1801004,09/07/2018 01:29:00 AM,[UIPD] ASSIST OTHER POLICE DEPT,"ASSIST OTHER POLICE DEPT <BR/><BR/>AN AGGRAVATED BATTERY OCCURRED AT 403 E WASHINGTON ST. CHAMPAIGN, IL. THE VICTIM REPORTED THE SUSPECT WAS A BLACK MALE ARMED WITH A FIREARM, WHO LEFT IN A WHITE CHEVROLET MALIBU. OFFICERS LOCATED A VEHICLE MATCHING THE DESCRIPTION AND CONDUCTED A FELONY STOP. IT WAS DETERMINED THE OCCUPANTS WERE NOT INVOLVED IN THE AGGRAVATED BATTERY.",,600 Block UNIVERSITY AVE W,,URBANA,IL,,,40.0989,-88.2215,09/08/2018 02:02:01 PM,09/08/2018 02:02:02 PM,POINT (-88.2215 40.0989),1,Friday,Other,206477.0
7807,874208546,II1801005,09/07/2018 02:00:00 AM,[UIPD] LOST ARTICLES,"LOST ARTICLES <BR/><BR/>FOUND DRIVERS LICENSE VICTIM PICKED UP DLN, BUT ALSO HAD OTHER ITEMS THAT WERE LSO T.",,1100 Block SPRINGFIELD,,URBANA,IL,,,40.113,-88.2235,09/09/2018 02:02:03 PM,09/09/2018 02:02:53 PM,POINT (-88.2235 40.113),2,Friday,Other,206477.0
7812,864148497,II1800790,07/09/2018 08:30:00 AM,[UIPD] ASSIST OTHER POLICE DEPT,ASSIST OTHER POLICE DEPT <BR/><BR/>DETECTIVE HETRICK #126 EXPORTED VIDEO EVIDENCE ASSOCIATED WI TH C18-5475.,,SPRINGFIELD W & GOODWIN,,URBANA,IL,,,40.0937,-88.2376,07/17/2018 05:02:08 PM,07/17/2018 05:02:08 PM,POINT (-88.2376 40.0937),8,Monday,Other,206477.0
7813,864393638,II1800817,07/15/2018 03:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/>WALK IN REPORT OF LOST KEYS. POSSIBLY LOST IN FRONT OF THE M EDICAL SCIENCE BUILDING.,,500 Block MATHEWS AVE S,,URBANA,IL,,,40.1085,-88.2253,07/19/2018 03:02:12 PM,07/19/2018 03:02:54 PM,POINT (-88.2253 40.1085),15,Sunday,Other,206477.0
7814,864722475,II1800828,07/20/2018 11:39:00 PM,[UIPD] ASSIST OTHER POLICE DEPT,ASSIST OTHER POLICE DEPT <BR/><BR/>UIPD OFFICERS ASSISTED UPD DURING A SHOOTING AT 1304 W BEECH ST URBANA.,,1300 Block BEECH ST W,,URBANA,IL,61801.0,,40.122175799999994,-88.22576409999998,07/23/2018 05:02:06 PM,07/23/2018 05:03:00 PM,POINT (-88.22576409999999 40.1221758),23,Friday,Other,
7815,864865882,II1800834,07/20/2018 12:00:00 PM,[UIPD] OTHER TROUBLE/INFO RPT,OTHER TROUBLE/INFO RPT <BR/><BR/> SUSPICIOUS LETTER RECEIVED BY ILLINI UNION BOOKSTORE STAFF.,,800 Block WRIGHT ST S,,URBANA,IL,,,40.1083,-88.2292,07/25/2018 01:02:10 PM,07/25/2018 01:02:10 PM,POINT (-88.2292 40.1083),12,Friday,Other,206477.0
7816,864865881,II1800835,07/23/2018 03:42:00 PM,[UIPD] THEFT-RETAIL,THEFT-RETAIL <BR/><BR/> LOSS PREVENTION SUSPECTED SUBJECTS OF RETAIL THEFT.,,800 Block WRIGHT ST S,,URBANA,IL,,,40.1083,-88.2292,07/25/2018 01:02:10 PM,07/25/2018 01:02:55 PM,POINT (-88.2292 40.1083),15,Monday,Theft,206477.0
7817,865030964,II1800843,07/23/2018 03:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> REPORT OF A LOST IL DL.,,1800 Block OAK ST S,,URBANA,IL,,,40.093,-88.24,07/27/2018 07:02:15 PM,07/27/2018 07:03:01 PM,POINT (-88.24 40.093),15,Monday,Other,206477.0
7818,865030966,II1800842,07/23/2018 05:08:00 PM,[UIPD] ASSIST OTHER POLICE DEPT,ASSIST OTHER POLICE DEPT <BR/><BR/> UIPD OBTAINED SECURITY VIDEO FOR CPD ROBBERY INVESTIGATION,,JOHN ST E & THIRD ST,,URBANA,IL,,,40.1008,-88.2274,07/27/2018 07:02:15 PM,07/27/2018 07:03:00 PM,POINT (-88.2274 40.1008),17,Monday,Other,206477.0
7819,865271630,II1800849,07/25/2018 08:00:00 PM,[UIPD] ASSIST OTHER POLICE DEPT,ASSIST OTHER POLICE DEPT <BR/><BR/> THEFT OF MULTIPLE ITEMS INCLUDING UIUC PROPERTY.,,1100 Block SPRINGFIELD,,URBANA,IL,,,40.113,-88.2235,07/30/2018 04:02:06 PM,07/30/2018 04:02:06 PM,POINT (-88.2235 40.113),20,Wednesday,Other,206477.0
7820,865266312,II1800845,07/27/2018 04:08:00 AM,[UIPD] DRIVING UNDER THE INFL-ALCOHOL,DRIVING UNDER THE INFL-ALCOHOL <BR/><BR/>VEHICLE WAS STOPPED FOR DRIVING THE WRONG WAY ON A ONE WAY S TREET. DRIVER WAS SUBSEQUENTLY ARRESTED FOR DRIVING UNDER TH E INFLUENCE OF ALCOHOL.,,FIFTH ST & JOHN ST,,URBANA,IL,,,40.1091,-88.23200000000001,07/30/2018 03:02:06 PM,07/30/2018 03:02:11 PM,POINT (-88.232 40.1091),4,Friday,Traffic,206477.0
7821,865338129,II1800856,07/30/2018 11:45:00 AM,[UIPD] BATTERY,BATTERY <BR/><BR/>TWO AMP PARTICIPANTS REPORTEDLY WERE INVOLVED IN PHYSICAL AL TERCATION. FURTHER INVESTIGATION SHOWS THIS WAS UNFOUNDED.,,200 Block PEABODY DR E,,URBANA,IL,,,40.1023,-88.2351,07/31/2018 03:02:08 PM,07/31/2018 03:03:39 PM,POINT (-88.2351 40.1023),11,Monday,Assault,206477.0
7827,874145862,II1801012,09/07/2018 08:39:00 PM,[UIPD] WARRANT-IN STATE,WARRANT-IN STATE <BR/><BR/>OFFICER RECOGNIZED SUBJECT. SUBJECT HAD A VALID MCLEAN COUNT Y WARRANT FOR THE CRIMINAL OFFENSE OF FAILURE TO APPEAR FOR ESCAPING/RESISTING OFFICER-MISDEMEANOR PENAL/INSTITUTION. SU BJECT WAS ARRESTED AND TRANSPORTED TO CCSO. UIPD CITIZEN RECEIPT WAS ISSUED AT CCSO.,,BLK OF MAIN ST E,,URBANA,IL,,,40.1177,-88.2407,09/08/2018 02:02:01 PM,09/08/2018 02:02:57 PM,POINT (-88.2407 40.1177),20,Friday,Other,
7828,865274544,II1800853,07/28/2018 10:00:00 PM,[UIPD] BURGLARY FROM MOTOR VEHICLE,"BURGLARY FROM MOTOR VEHICLE <BR/><BR/>SOMETIME BETWEEN 10:OOPM ON 7/28/18 AND 8:40AM ON 7/29/18, PERSONS UNKNOWN ENTERED A VEHICLE LEFT UNSECURED AND UNATTEN DED IN PARKING LOT AND STOLE ITEMS. ONLINE PURCHASE WAS ATTEMPTED WITH ON OF THE STOLEN BANK CARDS THE NEXT DAY.",,700 Block GREGORY ST S,,URBANA,IL,,,40.1066,-88.2213,07/30/2018 05:02:06 PM,07/30/2018 05:02:54 PM,POINT (-88.2213 40.1066),22,Saturday,Theft from Vehicle,206477.0
7829,880912879,II1801208,10/08/2018 04:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST PHONE AT GRAINGER,,1300 Block SPRINGFIELD,,URBANA,IL,,,40.1124,-88.2269,10/11/2018 02:02:09 PM,10/11/2018 02:03:00 PM,POINT (-88.2269 40.1124),16,Monday,Other,206477.0
7838,866530258,II1800881,08/07/2018 04:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST PROPERTY REPORT.,,600 Block E GREEN ST,,URBANA,IL,,,40.1105,-88.2294,08/09/2018 01:02:12 PM,08/09/2018 01:03:07 PM,POINT (-88.2294 40.1105),16,Tuesday,Other,206477.0
7839,866530257,II1800880,08/07/2018 07:53:00 PM,[UIPD] FOUND ARTICLES,FOUND ARTICLES <BR/><BR/>THREE JUVENILES WERE SEEN ON CAMERA STEALING A BIKE. ALL THR EE WERE APPREHENDED AND TRANSPORTED HOME.,,500 Block MATHEWS AV S,,URBANA,IL,,,40.1085,-88.2253,08/09/2018 01:02:12 PM,08/09/2018 01:02:12 PM,POINT (-88.2253 40.1085),19,Tuesday,Other,206477.0
7840,874208547,II1801015,09/08/2018 07:07:00 PM,[UIPD] TRESPASS-STATE SUPPORTED LAND,TRESPASS-STATE SUPPORTED LAND <BR/><BR/>OFFICERS RECOGNIZED SUBJECT WITH A VALID UIUC NO TRESPASS LE TTER WORKING AT A CONCESSION STAND IN MEMORIAL STADIUM. SUBJ ECT WAS ARRESTED.,,FIRST ST S & KIRBY AVE,,URBANA,IL,,,40.1,-88.2352,09/09/2018 02:02:03 PM,09/09/2018 02:02:53 PM,POINT (-88.2352 40.1),19,Saturday,Other,206477.0
7841,875425713,II1801016,09/09/2018 01:49:00 AM,[UIPD] DRIVING UNDER THE INFL-ALCOHOL,DRIVING UNDER THE INFL-ALCOHOL <BR/><BR/>AN OFFICER CONDUCTED A TRAFFIC STOP ON A VEHICLE WITHOUT HEADLIGHTS. THE FEMALE WAS ARRESTED FOR DRIVING UNDER THE INFLUENCE OF ALCOHOL.,,600 Block UNIVERSITY AVE E,,URBANA,IL,,,40.1161,-88.2297,09/10/2018 08:02:07 PM,09/10/2018 08:02:08 PM,POINT (-88.2297 40.1161),1,Sunday,Traffic,206477.0
7848,843314042,II1800485,04/18/2018 05:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST ILDL AND CREDIT CARD,,400 Block GREEN ST E,,URBANA,IL,,,40.1103,-88.2335,04/21/2018 05:02:02 PM,04/21/2018 05:02:34 PM,POINT (-88.2335 40.1103),17,Wednesday,Other,206477.0
7849,843314041,II1800483,04/19/2018 09:00:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST KEYS ON 12W BUS,,800 Block UNIVERSITY E,,URBANA,IL,,,40.1159,-88.1978,04/21/2018 05:02:02 PM,04/21/2018 05:02:53 PM,POINT (-88.1978 40.1159),9,Thursday,Other,
7850,843185868,II1800486,04/19/2018 01:30:00 PM,[UIPD] DISORDERLY CONDUCT-ALL OTHER,DISORDERLY CONDUCT-ALL OTHER <BR/><BR/>STUDENT EMPLOYEE WAS ALARMED AND DISTURBED BY SUBJECT IN LIB RARY.,,1400 Block GREGORY DR,,URBANA,IL,,,40.1043,-88.2283,04/20/2018 06:02:17 PM,04/20/2018 06:02:17 PM,POINT (-88.2283 40.1043),13,Thursday,Disorder,206477.0
7851,865499020,II1800862,07/27/2018 05:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST KEYS,,100 Block GOODWIN AVE S,,URBANA,IL,,,40.1116,-88.2234,08/02/2018 02:02:12 PM,08/02/2018 02:02:45 PM,POINT (-88.2234 40.1116),17,Friday,Other,206477.0
7852,865499017,II1800865,07/31/2018 04:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/>REPORT OF LOST KEYS *KEYS WERE FOUND 8/1/18*,,1000 Block COLLEGE CT,,URBANA,IL,,,40.099000000000004,-88.2209,08/02/2018 02:02:12 PM,08/02/2018 02:03:16 PM,POINT (-88.2209 40.099),16,Tuesday,Other,206477.0
7853,865576914,II1800870,08/01/2018 06:25:00 PM,[UIPD] ILLEGAL TRANSPORTATION OF LIQUOR,"ILLEGAL TRANSPORTATION OF LIQUOR <BR/><BR/>WARNING: NO FRONT PLATE IVC: OPEN ALCOHOL (PSGR), NO INSURANCE, DRIVING WHILE SUSPEN DED",,THIRD ST & JOHN ST E,,URBANA,IL,,,40.1091,-88.2335,08/03/2018 03:02:14 PM,08/03/2018 03:02:59 PM,POINT (-88.2335 40.1091),18,Wednesday,Traffic,206477.0
7854,866307956,II1800875,08/05/2018 02:04:00 AM,[UIPD] CRIMINAL DAMAGE TO PROPERTY,CRIMINAL DAMAGE TO PROPERTY <BR/><BR/>UIPD WAS FLAGGED DOWN REGARDING A CRIMINAL DAMAGE OUTSIDE OF THE RED LION. OFFENDER WAS IDENTIFIED AND ISSUED A STATE OF ILLINOIS NTA AND A TRESPASS NOTICE.,,700 Block THIRD ST S,,URBANA,IL,,,40.1102,-88.2354,08/06/2018 03:02:09 PM,08/06/2018 03:03:18 PM,POINT (-88.2354 40.1102),2,Sunday,Property Crime,206477.0
7855,866475911,II1800877,08/06/2018 08:40:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/>PHONE LOST IN CHAMPAIGN **PHONE FOUND AND RETURNED TO OWNER 8/6/18**,,300 Block PRAIRIE ST S,,URBANA,IL,,,40.1135,-88.2481,08/08/2018 05:02:16 PM,08/08/2018 05:02:54 PM,POINT (-88.2481 40.1135),8,Monday,Other,
7860,875425711,II1801010,09/07/2018 11:30:00 AM,[UIPD] DISORDERLY CONDUCT-ALL OTHER,DISORDERLY CONDUCT-ALL OTHER <BR/><BR/>AN UNKNOWN CALLER MADE MULTIPLE PHONE CALLS TO THE CHANCELLOR'S OFFICE WHICH CAUSE THE OFFICE STAFF TO FEEL ALARMED AND DISTURBED.THE PHONE CALLS MADE REFERENCE TO SHOOTING THE FORMER PRESIDENT AND BLOWING UP BUILDINGS.,,600 Block JOHN ST E,,URBANA,IL,,,40.1089,-88.23,09/10/2018 08:02:07 PM,09/10/2018 08:02:08 PM,POINT (-88.23 40.1089),11,Friday,Disorder,206477.0
7861,866475912,II1800879,08/06/2018 07:20:00 PM,[UIPD] WARRANT-IN STATE,WARRANT-IN STATE <BR/><BR/>OFFICER RECOGNIZED A WANTED SUBJECT. SUBJECT HAD 4 VALID CCS O WARRANTS. SUBJECT FLED ON FOOT BUT WAS APPREHENDED AND ARR ESTED. PRIOR TO ARREST UIPD OFFICER DISPLAYED TASER. ARRESTE E WAS TRANSPORTED TO CCSO. UIPD CITIZEN RECEIPT WAS ISSUED AT CCSO. OFFICER USE OF FORCE DOCUMENTED AND COMPLETED,,OAK STREET S & STADIUM DRIVE,,URBANA,IL,,,40.1027,-88.2415,08/08/2018 05:02:16 PM,08/08/2018 05:03:28 PM,POINT (-88.2415 40.1027),19,Monday,Other,206477.0
7862,880912878,II1801210,10/10/2018 01:31:00 AM,[UIPD] ASSIST OTHER POLICE DEPT,ASSIST OTHER POLICE DEPT <BR/><BR/>OFFICER ASSISTED THE URBANA POLICE DEPARTMENT IN APPREHENDIN G A FLEEING SUSPECT.,,LINCOLN AVE N & CLARK ST,,URBANA,IL,,,40.1149,-88.22,10/11/2018 02:02:09 PM,10/11/2018 02:03:00 PM,POINT (-88.22 40.1149),1,Wednesday,Other,206477.0
7863,880912880,II1801214,10/10/2018 04:44:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST KEYS,,500 Block E ARMORY AV,,URBANA,IL,,,40.1047,-88.2319,10/11/2018 02:02:09 PM,10/11/2018 02:03:00 PM,POINT (-88.2319 40.1047),16,Wednesday,Other,206477.0
7864,881002257,II1801224,10/11/2018 02:48:00 PM,[UIPD] THEFT-MOTOR VEHICLE,THEFT-MOTOR VEHICLE <BR/><BR/>VEHICLE KEYS WERE TAKEN WITHOUT PERMISSION FROM FACILITIES A ND SERVICES BUILDING. THE CORRESPONDING VEHICLE WAS THEN STO LEN FROM LOT E-14. THE SUSPECT WAS KNOWN TO THE VICTIM.,,1600 Block FIRST ST S,,URBANA,IL,,,40.0963,-88.2393,10/12/2018 01:02:11 PM,10/12/2018 01:03:34 PM,POINT (-88.2393 40.0963),14,Thursday,Theft from Vehicle,206477.0
7865,881002253,II1801218,10/10/2018 06:41:00 PM,[UIPD] ASSIST OTHER POLICE DEPT,"ASSIST OTHER POLICE DEPT <BR/><BR/>OFFICERS WITNESSED A DRIVE OFF FROM CIRCLE K GAS STATION, THE VEHICLE WAS STOPPED, AND A PISTOL WAS RECOVERED",,1800 Block CUNNIGHAM N,,URBANA,IL,61802.0,,40.1292599,-88.19754559999998,10/12/2018 01:02:11 PM,10/12/2018 01:02:49 PM,POINT (-88.1975456 40.1292599),18,Wednesday,Other,
7866,881002254,II1801223,10/11/2018 04:05:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST IL DL,,E GREEN ST & WRIGHT S,,URBANA,IL,,,40.1103,-88.2289,10/12/2018 01:02:11 PM,10/12/2018 01:02:49 PM,POINT (-88.2289 40.1103),16,Thursday,Other,206477.0
7867,881002256,II1801220,10/08/2018 11:13:00 AM,[UIPD] BOMB THREAT,BOMB THREAT <BR/><BR/>UNIVERSITY OF ILLINOIS POLICE DEPARTMENT RECEIVED SEVERAL E-MAILS ABOUT ANTHRAX BOMBS BEING PLACED AROUND THE STATE OF ILLINOIS. THESE E-MAILS WERE DETERMINED TO BE A HOAX.,,1100 Block SPRINGFIELD AVE W,,URBANA,IL,,,40.113,-88.2235,10/12/2018 01:02:11 PM,10/12/2018 01:02:54 PM,POINT (-88.2235 40.113),11,Monday,Disorder,206477.0
7872,866864149,II1800888,06/29/2018 09:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST KEY,,100 Block GOODWIN AVE S,,URBANA,IL,,,40.1116,-88.2234,08/13/2018 04:02:06 PM,08/13/2018 04:03:44 PM,POINT (-88.2234 40.1116),21,Friday,Other,206477.0
7873,866864150,II1800887,08/09/2018 09:38:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST PROPERTY WALKING FROM UNION TO ALTGELD.,,1400 Block GREEN ST W,,URBANA,IL,,,40.1099,-88.2272,08/13/2018 04:02:06 PM,08/13/2018 04:03:44 PM,POINT (-88.2272 40.1099),9,Thursday,Other,206477.0
7874,866864151,II1800885,08/09/2018 12:48:00 PM,[UIPD] TRESPASS-STATE SUPPORTED LAND,TRESPASS-STATE SUPPORTED LAND <BR/><BR/>SUBJECT ARRESTED FOR CRIMINAL TRESPASS TO STATE SUPPORTED PR OPERTY IN VIOLATION OF A UI NO TRESPASS LETTER.,,700 Block GREGORY ST S,,URBANA,IL,,,40.1066,-88.2213,08/13/2018 04:02:06 PM,08/13/2018 04:03:43 PM,POINT (-88.2213 40.1066),12,Thursday,Other,206477.0
7875,866867513,II1800892,08/12/2018 01:57:00 PM,[UIPD] WARRANT-IN STATE,WARRANT-IN STATE <BR/><BR/>OFFICER INITIATED TRAFFIC STOP FOR SPEEDING. PASSENGER WAS TAKEN INTO CUSTODY ON A CHAMPAIGN COUNTY CIVIL WARRANT AND TRANSPORTED TO CCSO.,,LINCOLN AV & WINDSOR,,URBANA,IL,,,40.0835,-88.2188,08/13/2018 05:02:08 PM,08/13/2018 05:02:56 PM,POINT (-88.2188 40.0835),13,Sunday,Other,206477.0
7876,877560541,II1801024,09/08/2018 10:00:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> WALK IN REPORT FOR A LOST SET OF KEYS,,1500 Block OAK ST S,,URBANA,IL,,,40.0984,-88.2421,09/12/2018 04:02:10 PM,09/12/2018 04:02:27 PM,POINT (-88.2421 40.0984),10,Saturday,Other,206477.0
7877,877560540,II1801029,09/10/2018 04:30:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/>RP LEFT WALLET AND KEYS AT TREADMILL OR BIKE. WHEN RP RETURN ED THE WALLET AND KEYS WERE GONE. NOTHING TURNED INTO THE FR ONT DESK.,,1100 Block GREGORY DR,,URBANA,IL,,,40.1044,-88.2219,09/12/2018 04:02:10 PM,09/12/2018 04:03:07 PM,POINT (-88.2219 40.1044),16,Monday,Other,206477.0
7878,877563660,II1801034,09/11/2018 12:49:00 PM,[UIPD] TRESPASS-STATE SUPPORTED LAND,TRESPASS-STATE SUPPORTED LAND <BR/><BR/>OFFICERS DISPATCHED TO DISORDERLY SUBJECT/CHECK WELFARE. SUBJECT HAD VALID NO TRESPASS LETTER. SUBJECT ARRESTED AND T RANSPORTED TO CHAMPAIGN COUNTY SATELLITE JAIL.,,BLK OF GREGORY DR E,,URBANA,IL,,,40.104,-88.2415,09/12/2018 05:02:10 PM,09/12/2018 05:03:15 PM,POINT (-88.2415 40.104),12,Tuesday,Other,206477.0
7879,877563662,II1801037,09/11/2018 02:10:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST WALLET,,1400 Block W GREEN ST,,URBANA,IL,,,40.1095,-88.2273,09/12/2018 05:02:10 PM,09/12/2018 05:03:15 PM,POINT (-88.2273 40.1095),14,Tuesday,Other,206477.0
7880,877629730,II1801033,08/30/2018 04:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST KEYS,,700 Block MATHEWS AVE S,,URBANA,IL,,,40.1063,-88.2258,09/13/2018 02:02:12 PM,09/13/2018 02:02:49 PM,POINT (-88.2258 40.1063),16,Thursday,Other,206477.0
7881,877629729,II1801046,09/04/2018 04:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST KEYS,,900 Block WESTERN AV,,URBANA,IL,,,40.1121,-88.2195,09/13/2018 02:02:12 PM,09/13/2018 02:02:12 PM,POINT (-88.2195 40.1121),16,Tuesday,Other,206477.0
7883,877703148,II1801036,09/07/2018 06:38:00 AM,[UIPD] METRO ACTIVATION,METRO ACTIVATION <BR/><BR/> METRO ACTIVATION FOR PROTECTIVE DETAIL.,,700 Block MATHEWS AVE S,,URBANA,IL,,,40.1062,-88.2272,09/14/2018 01:02:14 PM,09/14/2018 01:03:09 PM,POINT (-88.2272 40.1062),6,Friday,Other,206477.0
7884,877703145,II1801044,09/12/2018 04:00:00 PM,[UIPD] THEFT-RETAIL,THEFT-RETAIL <BR/><BR/> RETAIL THEFT FROM ILLINI UNION BOOKSTORE,,800 Block WRIGHT ST S,,URBANA,IL,,,40.1083,-88.2292,09/14/2018 01:02:14 PM,09/14/2018 01:02:52 PM,POINT (-88.2292 40.1083),16,Wednesday,Theft,206477.0
7885,877703146,II1801048,09/13/2018 03:10:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> SUBJECT LOST WALLET DURING CLASS,,800 Block S WRIGHT ST,,URBANA,IL,,,40.1056,-88.2285,09/14/2018 01:02:14 PM,09/14/2018 01:02:52 PM,POINT (-88.2285 40.1056),15,Thursday,Other,206477.0
