incident_id,case_number,incident_datetime,incident_type_primary,incident_description,clearance_type,address_1,address_2,city,state,zip,country,latitude,longitude,created_at,updated_at,location,hour_of_day,day_of_week,parent_incident_type,University of Illinois Police Department Patrol Boundary Shapes - i5tx-m5f3
69648752,II1100948,05/29/2011 06:30:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST PARKING PASS,,1100 Block ILLINOIS W,,URBANA,IL,null,null,40.109048,-88.22158,06/01/2011 03:10:01 PM,06/01/2011 03:10:01 PM,POINT (-88.22158 40.109048),6,Sunday,Other,206477
69648753,II1100949,05/20/2011 08:30:00 AM,[UIPD] THEFT OF MOTOR VEH PARTS & ACCESS,THEFT OF MOTOR VEH PARTS & ACCESS  <BR/><BR/> THEFT OF MOTORCYCLE PARKING TAG,,600 Block JOHN E,,URBANA,IL,null,null,40.109083,-88.228875,06/01/2011 03:10:01 PM,06/01/2011 03:10:01 PM,POINT (-88.228875 40.109083),8,Friday,Theft from Vehicle,206477
69867706,II1100960,06/01/2011 02:00:00 PM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/> THEFT OF WALLET.,,200 Block PEABODY E,,URBANA,IL,null,null,40.101447,-88.236601,06/02/2011 05:05:02 PM,06/02/2011 05:08:11 PM,POINT (-88.236601 40.101447),14,Wednesday,Theft,206477
69867707,II1100954,06/01/2011 01:43:00 AM,[UIPD] DRIVING UNDER THE INFL-ALCOHOL,"""DRIVING UNDER THE INFL-ALCOHOL     <BR/><BR/>OFFICER ASSISTED WITH A HIT AND RUN THAT OCCURRED AT FOURTH AND GREEN, CHAMPAIGN.  DRIVER WAS FOUND AND LATER ARRESTED FOR DUI AND LEAVING THE SCENE OF A VEHICLE ACCIDENT WITH PERSONAL INJURY.""",,FOURTH & GREEN,,URBANA,IL,null,null,40.110261,-88.233542,06/02/2011 05:05:02 PM,06/02/2011 05:08:11 PM,POINT (-88.233542 40.110261),1,Wednesday,Traffic,206477
69994033,II1100958,05/20/2011 12:00:00 PM,[UIPD] THEFT OVER,THEFT OVER                         <BR/><BR/>UNKNOWN SUSPECT(S) STOLE COPPER DOWNSPOUTS FROM A UI BUILDIN G.,,800 Block PENNSYLVANIA W,,URBANA,IL,null,null,40.100641,-88.217576,06/03/2011 03:25:02 PM,06/03/2011 06:39:58 PM,POINT (-88.217576 40.100641),12,Friday,Theft,206477
69994034,II1100963,06/02/2011 03:15:00 AM,[UIPD] OTHER TROUBLE/INFO RPT,OTHER TROUBLE/INFO RPT             <BR/><BR/>A BUILDING SERVICE WORKER FOUND TWO .22 CALIBER BULLETS ON T HE GROUND IN THE LIBRARY.,,1300 Block SPRINGFIELD W,,URBANA,IL,null,null,40.112747,-88.225624,06/03/2011 03:25:02 PM,06/03/2011 06:39:58 PM,POINT (-88.225624 40.112747),3,Thursday,Other,206477
69994035,II1100966,06/02/2011 06:30:00 PM,[UIPD] OPERATE UNINSURED MOTOR VEHICLE,"""OPERATE UNINSURED MOTOR VEHICLE    <BR/><BR/>OFFICER INITIATED A SUSPICIOUS VEHICLE STOP AFTER RUNNING TH E LICENSE PLATES OF A VEHICLE.  THE REGISTERED OWNER, WHOM W AS MALE, CAME BACK THROUGH LEADS AS BEING SUSPENDED. I OBSER VED A MALE DRIVING THE CAR.  THE DRIVER WAS LATER ARRESTED F OR DRIVING WHILE SUSPENDED.""",,GOODWIN AVE S & MAIN ST,,URBANA,IL,null,null,40.114494,-88.222337,06/03/2011 03:25:02 PM,06/03/2011 06:39:59 PM,POINT (-88.222337 40.114494),18,Thursday,Traffic,206477
70069789,II1100970,06/04/2011 01:19:00 AM,[UIPD] UI WARNING VEHICLE LIGHTS,"""UI WARNING VEHICLE LIGHTS          <BR/><BR/>SUBJECT WAS STOPPED FOR AN IVC VIOLATION. DUE TO THE DRIVER AND PASSENGER HAVING EXTENSIVE CRIMINAL HISTORY WHICH INCLUD ED, BUT WERE NOT LIMITED TO: WEAPONS CHARGES AND THEFT CHARG ES. SUBJECTS WERE BANNED FROM CAMPUS.""",,SPRINGFIELD W & GOODWIN,,URBANA,IL,null,null,40.112755,-88.223967,06/04/2011 03:00:02 PM,06/06/2011 06:25:02 PM,POINT (-88.223967 40.112755),1,Saturday,Traffic,206477
70069793,II1100967,06/03/2011 10:28:00 AM,[UIPD] OTHER/MISC UIPD SECTION,OTHER/MISC UIPD SECTION            <BR/><BR/>SUBJECT WAS TAKING ITEMS FROM DUMPSTER WITHOUT AUTHORIZATION. LETTER OF NO TRESPASS WAS ISSUED.,,400 Block PEABODY E,,URBANA,IL,null,null,40.101464,-88.233383,06/04/2011 03:00:02 PM,06/06/2011 06:25:02 PM,POINT (-88.233383 40.101464),10,Friday,Other,206477
70373432,II1100990,06/07/2011 05:00:00 PM,[UIPD] LOST ARTICLES,"""LOST ARTICLES                      <BR/><BR/> LOST LA DL, LIBRARY CARD, HOTEL KEYCARD""",,1400 Block GREEN W,,URBANA,IL,null,null,40.110394,-88.227245,06/08/2011 07:10:01 PM,06/08/2011 07:10:04 PM,POINT (-88.227245 40.110394),17,Tuesday,Other,206477
70373433,II1002268,12/17/2010 12:17:00 AM,[UIPD] POSSESSION OF CANNABIS,POSSESSION OF CANNABIS             <BR/><BR/>OFFICERS WERE DISPATCHED TO HOPKINS HALL IN REFERENCE TO SUB JECTS STANDING OUTSIDE SMOKING SUSPECTED CANNABIS,,1200 Block FIRST S,,URBANA,IL,null,null,40.104094,-88.238636,06/08/2011 07:10:01 PM,06/08/2011 07:10:05 PM,POINT (-88.238636 40.104094),0,Friday,Drugs,206477
70373434,II1100992,06/08/2011 02:20:00 AM,[UIPD] UI WARNING OTHER,UI WARNING OTHER                   <BR/><BR/>NTA--OBSTRUCTING JUSTICE WARNING--IMPROPER LANE USE (WENT STRAIGHT FROM TURN LANE),,1000 Block SIXTH S,,URBANA,IL,null,null,40.106837,-88.23032,06/08/2011 07:10:01 PM,06/08/2011 07:10:05 PM,POINT (-88.23032 40.106837),2,Wednesday,Traffic,206477
70656839,II1101000,06/10/2011 02:15:00 AM,[UIPD] CRIMINAL DAMAGE GOVT SUPPORT PROP,"""CRIMINAL DAMAGE GOVT SUPPORT PROP  <BR/><BR/>OFFICER SAW A GROUP OF PEOPLE KICKING AND PRYING ON A SIGN P OSTED IN A CHAMPAIGN CITY PARKING LOT. WHEN AN OFFICER APPRO ACHED THE GROUP, ONE OF THE MEN FLED ON FOOT. THE MAN WAS AP PREHENDED AND ARRESTED.""",,200 Block GREEN E,,URBANA,IL,null,null,40.110231,-88.23701,06/11/2011 02:25:02 PM,06/11/2011 02:32:52 PM,POINT (-88.23701 40.110231),2,Friday,Property Crime,206477
70657308,II1100989,06/06/2011 08:00:00 AM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/>PERSON(S) UNKNOWN STOLE A TRAFFIC BOLLARD FROM THE WEST SIDE OF ARC.,,200 Block PEABODY E,,URBANA,IL,null,null,40.101447,-88.236601,06/11/2011 02:55:02 PM,06/12/2011 01:58:23 AM,POINT (-88.236601 40.101447),8,Monday,Theft,206477
71233063,II1101044,06/17/2011 08:00:00 AM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/> THEFT OF HANG TAGS,,500 Block DANIEL ST E,,URBANA,IL,null,null,40.107956,-88.232009,06/21/2011 05:40:02 PM,06/21/2011 05:41:39 PM,POINT (-88.232009 40.107956),8,Friday,Theft,206477
70703507,II1101003,06/11/2011 01:01:00 AM,[UIPD] CRIMINAL DAMAGE TO PROPERTY,CRIMINAL DAMAGE TO PROPERTY        <BR/><BR/>SUBJECTS WERE SEEN PLAY FIGHTING. ONE SUBJECT PUSHED THE OTH ER INTO A WIND AT INSOMNIA COOKIES. THE WINDOW WAS BROKEN.SU BJECT WAS ARRESTED FOR CRIMINAL DAMAGE.,,500 Block JOHN ST E,,URBANA,IL,null,null,40.109067,-88.232019,06/12/2011 07:05:01 PM,06/14/2011 07:20:02 PM,POINT (-88.232019 40.109067),1,Saturday,Property Crime,206477
70895109,II1101020,06/14/2011 05:30:00 PM,[UIPD] CRIMINAL DAMAGE GOVT SUPPORT PROP,CRIMINAL DAMAGE GOVT SUPPORT PROP  <BR/><BR/>PERSON(S) UNKNOWN THREW ROCKS THROUGH SEVERAL WINDOWS ON THE NORTH SIDE OF MECHANICAL ENGINEERING LAB.,,100 Block MATHEWS S,,URBANA,IL,null,null,40.112178,-88.22561,06/16/2011 04:40:02 PM,06/16/2011 04:40:03 PM,POINT (-88.22561 40.112178),17,Tuesday,Property Crime,206477
70991911,II1101018,06/01/2011 12:00:00 PM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/> THEFT OF BICYCLE.,,500 Block GOODWIN S,,URBANA,IL,null,null,40.105923,-88.223845,06/17/2011 04:10:02 PM,06/17/2011 04:11:22 PM,POINT (-88.223845 40.105923),12,Wednesday,Theft,206477
70991912,II1101022,06/13/2011 03:30:00 PM,[UIPD] BURGLARY FROM MOTOR VEHICLE,BURGLARY FROM MOTOR VEHICLE        <BR/><BR/> THEFT OF PARKING TAG,,600 Block LORADO TAFT DR,,URBANA,IL,null,null,40.102956,-88.230109,06/17/2011 04:10:02 PM,06/17/2011 04:11:23 PM,POINT (-88.230109 40.102956),15,Monday,Theft from Vehicle,206477
70991913,II1101023,06/09/2011 11:14:00 AM,[UIPD] OTHER TROUBLE/INFO RPT,OTHER TROUBLE/INFO RPT             <BR/><BR/> RP REPORTS GETTING A FAX UNRELATED TO THE UNIVERSITY.,,500 Block WRIGHT S,,URBANA,IL,null,null,40.107912,-88.228852,06/17/2011 04:10:02 PM,06/17/2011 04:11:23 PM,POINT (-88.228852 40.107912),11,Thursday,Other,206477
70991914,II1101024,06/15/2011 11:30:00 AM,[UIPD] CRIMINAL DAMAGE GOVT SUPPORT PROP,"""CRIMINAL DAMAGE GOVT SUPPORT PROP  <BR/><BR/>UNKNOWN PERSON(S) BROKE WINDOW OF A UNIVERSITY OWNED TRUCK. VEHICLE WAS ENTRED, BUT NOTHING NOTICED MSISING.""",,GOODWIN S & PENN. AVE.,,URBANA,IL,null,null,40.101495,-88.224229,06/17/2011 04:10:02 PM,06/17/2011 04:11:23 PM,POINT (-88.224229 40.101495),11,Wednesday,Property Crime,206477
71053826,II1101029,06/16/2011 08:00:00 PM,[UIPD] CRIMINAL DAMAGE TO PROPERTY,CRIMINAL DAMAGE TO PROPERTY        <BR/><BR/>A WINDSHIELD OF A CAR WAS DAMAGED WHILE PARKED IN AN APARTME NT COMPLEX LOT,,2300 Block FIRST S,,URBANA,IL,61820,null,40.0853087,-88.2381718,06/18/2011 07:50:02 PM,06/18/2011 07:50:03 PM,POINT (-88.238172 40.085309),20,Thursday,Property Crime,206477
71053828,II1101031,06/17/2011 11:46:00 PM,[UIPD] MIP,MIP                                <BR/><BR/> NTA--MIP,,500 Block DANIEL E,,URBANA,IL,null,null,40.107956,-88.232009,06/18/2011 07:50:02 PM,06/18/2011 07:50:03 PM,POINT (-88.232009 40.107956),23,Friday,Other,206477
71053829,II1101032,06/18/2011 02:19:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>OFFICER OBSERVED A FEMALE SWING AT A MALE AT FOURTH AND GREE N IN CHAMPAIGN. THE FEMALE WAS ARRESTED FOR AGGRAVATED BATTE RY.,,300 Block GREEN E,,URBANA,IL,null,null,40.110247,-88.235159,06/18/2011 07:50:02 PM,06/18/2011 07:50:03 PM,POINT (-88.235159 40.110247),2,Saturday,Assault,206477
71977026,II1101072,06/24/2011 02:00:00 PM,[UIPD] THEFT OVER,THEFT OVER                         <BR/><BR/> THEFT OF BICYCLE,,1600 Block FIRST S,,URBANA,IL,null,null,40.097604,-88.238552,06/29/2011 02:40:02 PM,06/29/2011 06:25:02 PM,POINT (-88.238552 40.097604),14,Friday,Theft,206477
71163636,II1101043,06/19/2011 03:14:00 PM,[UIPD] BATTERY-DOMESTIC,BATTERY-DOMESTIC                   <BR/><BR/>A STUDENT ENGAGED IN A VERBAL ALTERCATION WITH HIS MOTHER. A PASSERBY CALLED POLICE WHEN THE ARGUMENT ESCALATED AND THE STUDENT PUSHED HIS MOTHER.,,1800 Block LINCOLN S,,URBANA,IL,null,null,40.096333,-88.219065,06/20/2011 04:40:02 PM,06/22/2011 07:55:02 PM,POINT (-88.219065 40.096333),15,Sunday,Assault,206477
71233064,II1101045,06/17/2011 04:00:00 PM,[UIPD] CRIMINAL DAMAGE TO PROPERTY,CRIMINAL DAMAGE TO PROPERTY        <BR/><BR/> WINDOWS SMASHED OUT OF PARKED CAR,,2200 Block HAZELWOOD,,URBANA,IL,null,null,40.089653,-88.212059,06/21/2011 05:40:02 PM,06/21/2011 05:41:40 PM,POINT (-88.212059 40.089653),16,Friday,Property Crime,206477
71233065,II1101034,06/18/2011 10:59:00 PM,[UIPD] MIP,"""MIP                                <BR/><BR/>UIPD OFFICER OBSERVED TWO SUBJECTS WITH OPEN ALCOHOL ATOP TH E GENERAL PARKING GARAGE C7 AT 801 SOUTH SIXTH STREET, CHAMP AIGN. THE UNDER AGE MALE OFFENDER WAS ISSUED A CHAMPAIGN CIT Y NTA FOR: 1) MINORS: PURCHASE POSSESSION OF ALCOHOL AND 2) POSSESSION PROHIBITED ON PUBLIC PROPERTY AND BUSINESS PARKIN G LOTS. ADDITIONALLY, SUBJECT WAS ISSUED A NOTICE OF TRESPAS S FOR ALL U OF I PROPERTY.""",,SIXTH S & JOHN STREET,,URBANA,IL,null,null,40.107969,-88.230345,06/21/2011 05:40:02 PM,06/21/2011 05:41:40 PM,POINT (-88.230345 40.107969),22,Saturday,Other,206477
71233066,II1101046,06/20/2011 06:30:00 PM,[UIPD] BURGLARY,BURGLARY                           <BR/><BR/>UNKNOWN INDIVIDUALS ATTEMPTED TO REMOVE A DESK TOP COMPUTER AND SCREEN.,,1300 Block GREEN W,,URBANA,IL,null,null,40.110473,-88.225583,06/21/2011 05:40:02 PM,06/21/2011 05:41:40 PM,POINT (-88.225583 40.110473),18,Monday,Breaking & Entering,206477
71276254,II1101010,05/15/2011 12:01:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST PASSPORT,,100 Block GREGORY DR,,URBANA,IL,null,null,40.104094,-88.238636,06/22/2011 11:20:01 AM,06/22/2011 11:20:03 AM,POINT (-88.238636 40.104094),0,Sunday,Other,206477
71684231,II1101047,06/21/2011 10:20:00 PM,[UIPD] THEFT OVER,THEFT OVER                         <BR/><BR/> THEFT OF LAPTOP COMPUTER,,1300 Block SPRINGFIELD AVE W,,URBANA,IL,null,null,40.112747,-88.225624,06/25/2011 12:45:02 PM,06/25/2011 12:45:07 PM,POINT (-88.225624 40.112747),22,Tuesday,Theft,206477
71977028,II1101074,06/26/2011 12:01:00 AM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/> THEFT OF BICYCLE TIRE,,1000 Block GREEN W,,URBANA,IL,null,null,40.110548,-88.220541,06/29/2011 02:40:02 PM,06/29/2011 06:25:02 PM,POINT (-88.220541 40.110548),0,Sunday,Theft,206477
855753532,II1800664,05/26/2018 10:48:00 PM,[UIPD] DRIVING UNDER THE INFL-ALCOHOL,DRIVING UNDER THE INFL-ALCOHOL <BR/><BR/>DURING AN ILLINOIS STATE POLICE ROADSIDE SAFETY CHECK A MALE DRIVER WAS STOPPED FOR THE ODOR OF ALCOHOLIC BASED BEVERAGE S EMITTING FROM HIS VEHICLE. THE MALE DRIVER WAS ARRESTED FO R DRIVING UNDER THE INFLUENCE OF ALCOHOL.,,NEIL ST & EDGEBROOK DR,,URBANA,IL,,,40.1312,-88.2436,05/28/2018 01:02:04 PM,05/28/2018 01:02:04 PM,POINT (-88.2436 40.1312),22,Saturday,Traffic,
882736790,II1801303,10/24/2018 10:56:00 PM,[UIPD] OTHER TROUBLE/INFO RPT,OTHER TROUBLE/INFO RPT <BR/><BR/>OFFICERS RESPONDED TO A REPORT OF A MALE LOOKING INTO APARTM ENT WINDOWS FROM A NEARBY BUILDING.,,600 Block GREEN ST E,,URBANA,IL,,,40.1105,-88.2296,10/26/2018 01:02:12 PM,10/26/2018 01:02:52 PM,POINT (-88.2296 40.1105),22,Wednesday,Other,206477
883832978,II1801307,10/25/2018 08:14:00 PM,[UIPD] THEFT-RETAIL,THEFT-RETAIL <BR/><BR/>RETAIL THEFT OCCURRED AT IUB. THE SUSPECT WAS APPREHENDED AND THE PROPERTY RETURNED.,,800 Block WRIGHT ST S,,URBANA,IL,,,40.1083,-88.2292,10/27/2018 03:02:02 PM,10/27/2018 03:03:02 PM,POINT (-88.2292 40.1083),20,Thursday,Theft,206477
71755036,II1101063,06/26/2011 12:24:00 AM,[UIPD] MIP,MIP                                <BR/><BR/> NTA: MIP,,500 Block DANIEL E,,URBANA,IL,null,null,40.107956,-88.232009,06/27/2011 11:25:01 AM,06/27/2011 11:29:16 AM,POINT (-88.232009 40.107956),0,Sunday,Other,206477
71755037,II1101066,06/26/2011 07:35:00 PM,[UIPD] ASSIST OTHER POLICE DEPT,"""ASSIST OTHER POLICE DEPT           <BR/><BR/> VEHICLE FLIPPED OVER IN ROADWAY, DRIVER ENTRAPMENT""",,DELAWARE W & ORCHARD,,URBANA,IL,61801,null,40.099047,-88.21432,06/27/2011 11:25:01 AM,06/27/2011 11:29:16 AM,POINT (-88.21432 40.099047),19,Sunday,Other,206477
71755039,II1101068,06/26/2011 06:41:00 PM,[UIPD] THEFT-MOTOR VEHICLE,THEFT-MOTOR VEHICLE                <BR/><BR/> RESIDENT REPORTED HIS MOTORCYCLE STOLEN.,,2300 Block FIRST S,,URBANA,IL,61820,null,40.0853087,-88.2381718,06/27/2011 11:25:01 AM,06/27/2011 11:29:17 AM,POINT (-88.238172 40.085309),18,Sunday,Theft from Vehicle,206477
71977024,II1101071,06/24/2011 05:00:00 PM,[UIPD] THEFT OVER,THEFT OVER                         <BR/><BR/> PARKING METER WAS STRUCK AND PULLED OUT OF GROUND,,1200 Block FOURTH S,,URBANA,IL,null,null,40.102795,-88.233406,06/29/2011 02:40:02 PM,06/29/2011 06:25:02 PM,POINT (-88.233406 40.102795),17,Friday,Theft,206477
72067762,II1101081,06/29/2011 07:00:00 PM,[UIPD] BURGLARY,BURGLARY                           <BR/><BR/>OFFICER INVESTIGATED A REPORTED BURGLARY THAT OCCURRED AT TH E ARC. THE VICTIM'S I-PHONE(3) WAS STOLEN FROM HER LOCKER. THE VICTIM DID NOT REPORT ANY OTHER PERSONAL ITEMS MISSING/S TOLEN.  NO SUSPECT(S) INFORMATION WAS AVAILABLE.,,200 Block PEABODY DR E,,URBANA,IL,null,null,40.101447,-88.236601,06/30/2011 04:05:02 PM,06/30/2011 04:05:19 PM,POINT (-88.236601 40.101447),19,Wednesday,Breaking & Entering,206477
72113530,II1101082,06/29/2011 11:11:00 PM,[UIPD] TRESPASS-STATE SUPPORTED LAND,TRESPASS-STATE SUPPORTED LAND      <BR/><BR/>NOTICE OF TRESPASS LETTERS ISSUED,,500 Block GOODWIN S,,URBANA,IL,null,null,40.105959,-88.223846,07/01/2011 02:00:02 PM,07/01/2011 02:00:03 PM,POINT (-88.223846 40.105959),23,Wednesday,Other,206477
72113532,II1101085,06/29/2011 03:20:00 PM,[UIPD] BURGLARY,BURGLARY                           <BR/><BR/> UNKNOWN SUSPECT STOLE PERSONAL PROPERTY.,,600 Block MATHEWS S,,URBANA,IL,null,null,40.110473,-88.225583,07/01/2011 02:00:02 PM,07/01/2011 02:00:03 PM,POINT (-88.225583 40.110473),15,Wednesday,Breaking & Entering,206477
72113533,II1101086,06/29/2011 04:06:00 PM,[UIPD] OTHER/MISC UIPD SECTION,OTHER/MISC UIPD SECTION            <BR/><BR/> PROFESSOR RECEIVED AN ANTI-SEMATIC EMAIL.,,600 Block JOHN E,,URBANA,IL,61820,null,40.109094,-88.2303523,07/01/2011 02:00:02 PM,07/01/2011 02:00:03 PM,POINT (-88.230352 40.109094),16,Wednesday,Other,206477
72113534,II1101090,06/30/2011 04:20:00 PM,[UIPD] THEFT OVER,THEFT OVER                         <BR/><BR/> THEFT OF LAPTOP.,,1100 Block SPRINGFIELD AVE W,,URBANA,IL,null,null,40.112779,-88.222291,07/01/2011 02:00:02 PM,07/01/2011 02:00:03 PM,POINT (-88.222291 40.112779),16,Thursday,Theft,206477
72176411,II1101101,07/01/2011 08:29:00 PM,[UIPD] BATTERY-DOMESTIC,"""BATTERY-DOMESTIC                   <BR/><BR/>OFFICERS RESPONDED TO THE PARKING LOT OF DANIELS HALL, 1010 W. GREEN, URBANA, TO INVESTIGATE A REPORT OF A DOMESTIC DISP UTE. NO ARRESTS WERE MADE.""",,1000 Block GREEN W,,URBANA,IL,null,null,40.110548,-88.220541,07/02/2011 12:30:02 PM,07/02/2011 12:30:04 PM,POINT (-88.220541 40.110548),20,Friday,Assault,206477
72315834,II1101105,07/02/2011 07:58:00 PM,[UIPD] DRIVING UNDER THE INFL-ALCOHOL,"""DRIVING UNDER THE INFL-ALCOHOL     <BR/><BR/>OFFICER INITIATED A TRAFFIC STOP AND THE DRIVER WAS SUBSEQUE NTLY ARRESTED FOR DRIVING UNDER THE INFLUENCE OF ALCOHOL AFT ER SHOWING SIGNS OF IMPAIRMENT ON FIELD SOBRIETY TASKTS. SUB JECT LATER SUBMITTED TO A BREATHALYZER, WHICH REVEALED A BAC OF .135. A PASSENGER IN TEH VEHICLE WAS CITED FOR ILLEGAL TR ANSPORTATION OF ALCOHOL.""",,FIRST ST S & E KIRBY AVE,,URBANA,IL,null,null,40.101436,-88.238607,07/05/2011 06:10:47 PM,07/05/2011 06:10:48 PM,POINT (-88.238607 40.101436),19,Saturday,Traffic,206477
72378770,II1101111,07/04/2011 11:45:00 AM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/>MONEY WAS STOLEN FROM A LOCKER IN THE FEMALE LOCKER ROOM AT ARC,,200 Block PEABODY E,,URBANA,IL,null,null,40.101447,-88.236601,07/06/2011 03:55:02 PM,07/06/2011 03:55:03 PM,POINT (-88.236601 40.101447),11,Monday,Theft,206477
72378771,II1101112,07/05/2011 07:29:00 AM,[UIPD] TRESPASS NOTICE,TRESPASS NOTICE                    <BR/><BR/>OFFICERS WERE DISPATCHED TO REMOVE SUBJ THAT APPEARED TO BE LIVING UNDER A BUSH IN A UIUC PARKING LOT. THE SUBJ WAS LOCA TED AND ISSUED A LETTER OF NO TRESPASS BASED ON AN EXTENSIVE CRIMINAL HISTORY.,,600 Block HEALEY E,,URBANA,IL,null,null,40.11151,-88.228899,07/06/2011 03:55:02 PM,07/06/2011 03:55:03 PM,POINT (-88.228899 40.11151),7,Tuesday,Other,206477
72378772,II1101113,06/25/2011 12:01:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> PARKING HANGTAG LOST,,900 Block OREGON W,,URBANA,IL,null,null,40.107002,-88.219246,07/06/2011 03:55:02 PM,07/06/2011 03:55:04 PM,POINT (-88.219246 40.107002),0,Saturday,Other,206477
723387779,II1501089,07/04/2015 09:30:00 PM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/> BICYCLE STOLEN FROM NUGENT HALL,,200 Block GREGORY DR,,URBANA,IL,,,40.1039,-88.2363,07/07/2015 05:33:52 PM,07/07/2015 05:30:03 PM,POINT (-88.2363 40.1039),21,Saturday,Theft,206477
72707353,II1101122,07/07/2011 03:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST WALLET,,700 Block MATHEWS AVE S,,URBANA,IL,null,null,40.106975,-88.225507,07/09/2011 12:40:19 PM,07/09/2011 12:40:20 PM,POINT (-88.225507 40.106975),15,Thursday,Other,206477
72707354,II1101125,07/08/2011 02:09:00 PM,[UIPD] BATTERY-DOMESTIC,BATTERY-DOMESTIC                   <BR/><BR/>UIPD ASSISTED URBANA PD WITH A DOMESTIC BATTERY ARREST OF A MALE WHO BATTERED HIS GIRLFRIEND.,,400 Block UNIVERSITY W,,URBANA,IL,null,null,40.116492,-88.210873,07/09/2011 12:40:19 PM,07/09/2011 12:40:20 PM,POINT (-88.210873 40.116492),14,Friday,Assault,206477
72882747,II1101132,07/10/2011 01:30:00 PM,[UIPD] THEFT OVER,THEFT OVER                         <BR/><BR/>A VICTIM REPORTED THAT HER BAG WAS STOLEN FROM A LOCKER AT A CAMPUS RECREATION CENTER.,,200 Block PEABODY E,,URBANA,IL,null,null,40.101447,-88.236601,07/12/2011 02:15:02 PM,07/12/2011 07:40:02 PM,POINT (-88.236601 40.101447),13,Sunday,Theft,206477
73052127,II1101137,07/01/2011 12:01:00 AM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/> THEFT OF A PARKING HANG TAG,,1100 Block SPRINGFIELD W,,URBANA,IL,null,null,40.112777,-88.222462,07/12/2011 07:30:02 PM,07/12/2011 07:30:11 PM,POINT (-88.222462 40.112777),0,Friday,Theft,206477
73052128,II1101138,07/11/2011 04:45:00 PM,[UIPD] OPERATE UNINSURED MOTOR VEHICLE,"""OPERATE UNINSURED MOTOR VEHICLE    <BR/><BR/>TRAFFIC STOP ON VEHICLE AT FIFTH/HEALEY.  DRIVER ARRESTED FO R NO VALID DL, AND ISSUED SEVERAL CITATIONS. DRIVER TRANSPOR TED TO CCSO.""",,SIXTH S & GREEN,,URBANA,IL,null,null,40.111485,-88.232064,07/12/2011 07:30:02 PM,07/12/2011 07:30:11 PM,POINT (-88.232064 40.111485),16,Monday,Traffic,206477
73052129,II1101139,07/11/2011 04:27:00 PM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/> SUBJECT STOLE VICTIM'S PURSE AT THE ILLINI UNION,,1400 Block GREEN W,,URBANA,IL,null,null,40.110317,-88.228874,07/12/2011 07:30:02 PM,07/12/2011 07:30:11 PM,POINT (-88.228874 40.110317),16,Monday,Theft,206477
73052130,II1101128,07/09/2011 12:49:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>NTA FOR POSSESSION PROHIBITED ON PUBLIC PROPERTY AND BUSINES S PARKING LOTS.,,800 Block SIXTH,,URBANA,IL,null,null,40.109079,-88.230367,07/12/2011 07:30:02 PM,07/12/2011 07:30:11 PM,POINT (-88.230367 40.109079),0,Saturday,Liquor,206477
73052131,II1101140,07/11/2011 05:37:00 PM,[UIPD] BURGLARY,BURGLARY                           <BR/><BR/>BURGLARY OCCURRED AT A UNIVERSITY OF ILLINOIS RECREATION FAC ILITY.  A LOCKER IN THE WOMEN'S LOCKER ROOM WAS DAMAGED DURI NG THE INCIDENT.,,1100 Block GREGORY W,,URBANA,IL,null,null,40.104188,-88.221916,07/12/2011 07:30:02 PM,07/12/2011 07:30:12 PM,POINT (-88.221916 40.104188),17,Monday,Breaking & Entering,206477
73052132,II1101142,07/11/2011 09:00:00 PM,[UIPD] THEFT OVER,THEFT OVER                         <BR/><BR/> STOLEN BICYCLE FROM GRAINGER LIBRARY,,1300 Block SPRINGFIELD W,,URBANA,IL,null,null,40.112747,-88.225624,07/12/2011 07:30:02 PM,07/12/2011 07:30:12 PM,POINT (-88.225624 40.112747),21,Monday,Theft,206477
73052134,II1101080,06/23/2010 08:00:00 AM,[UIPD] HARRASMENT BY EMAIL,HARRASMENT BY EMAIL                <BR/><BR/>A UNIVERSITY OF ILLINOIS EMPLOYEE HAS RECEIVED TWO HARASSING EMAILS.,,600 Block JOHN E,,URBANA,IL,null,null,40.109079,-88.230367,07/12/2011 07:30:02 PM,07/12/2011 07:30:13 PM,POINT (-88.230367 40.109079),8,Wednesday,Other,206477
