,incident_id,case_number,incident_datetime,incident_type_primary,incident_description,clearance_type,address_1,address_2,city,state,zip,country,latitude,longitude,created_at,updated_at,location,hour_of_day,day_of_week,parent_incident_type,University of Illinois Police Department Patrol Boundary Shapes - i5tx-m5f3
2487,136256406,II1202371,12/14/2012 07:24:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>UIPD RESPONDED TO OGLESBY HALL 3212 FOR A REPORT OF A BATTER Y.,,1000 Block COLLEGE CT,,URBANA,IL,,,40.099232,-88.220667,12/19/2012 03:20:02 PM,12/19/2012 03:20:03 PM,POINT (-88.220667 40.099232),7,Friday,Assault,206477.0
2543,139854195,II1300065,01/18/2013 02:10:00 AM,[UIPD] BATTERY-AGGRAVATED,"""BATTERY-AGGRAVATED                 <BR/><BR/>SEVERAL SUBJECTS WERE STOPPED FOR FIGHTING. AN UNKNOWN OFFEN DER FLED FROM THE SCENE, BUT WAS NOT LOCATED. TWO VICTIMS WE RE EVALUATED BY ARROW AMBULANCE BUT REFUSED MEDICAL TREATMEN T. ONE OFFENDER WAS ARRESTED ON A CHAMPAIGN CITY WARRANT.""",,FOURTH ST S & JOHN ST,,URBANA,IL,,,40.10905,-88.23352,01/18/2013 08:35:02 PM,01/18/2013 08:35:04 PM,POINT (-88.23352 40.10905),2,Friday,Assault,206477.0
2652,145123046,II1300401,03/01/2013 09:18:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/> SUBJECT BATTERED FEMALE IN LOT C16,,400 Block DANIEL ST E,,URBANA,IL,,,40.108034,-88.222025,03/03/2013 03:35:02 PM,03/03/2013 03:35:05 PM,POINT (-88.222025 40.108034),21,Friday,Assault,206477.0
2681,145084139,II1300381,03/01/2013 10:08:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA ISSUED FOR POSSESSION ON PUBLIC PROPERTY,,1000 Block S LOCUST ST,,URBANA,IL,,,40.10645,-88.24029300000001,03/03/2013 01:21:52 AM,03/03/2013 01:21:54 AM,POINT (-88.240293 40.10645),10,Friday,Liquor,206477.0
2683,145084147,II1300397,03/01/2013 05:20:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA ISSUED FOR POSSESSION ON PUBLIC PROPERTY,,300 Block E GREEN ST,,URBANA,IL,,,40.110245,-88.23534699999999,03/03/2013 01:21:52 AM,03/03/2013 01:21:56 AM,POINT (-88.235347 40.110245),17,Friday,Liquor,206477.0
2720,146035209,II1300391,03/01/2013 01:51:00 PM,[UIPD] CARRYING OUT OF PREMISE,CARRYING OUT OF PREMISE            <BR/><BR/> NTA ISSUED FOR CARRYING OPEN LIQUOR OUT OF PREMISES.,,700 Block SIXTH ST S,,URBANA,IL,61820.0,,40.1102761,-88.2303723,03/11/2013 07:45:02 PM,03/11/2013 07:45:02 PM,POINT (-88.230372 40.110276),13,Friday,Liquor,206477.0
2721,146035211,II1300461,03/08/2013 12:20:00 AM,[UIPD] BATTERY,"""BATTERY                            <BR/><BR/>SUBJECT REFUSED TO LEAVE BAR, THEN FOUGHT WITH SECURITY. SUB JECT WAS ARRESTED FOR AGGREVATED BATTERY, POSSESSION OF DRUG EQUIPMENT, AND POSSESSION OF CANNABIS.""",,700 Block GOODWIN AV S,,URBANA,IL,,,40.106901,-88.223851,03/11/2013 07:45:02 PM,03/11/2013 07:45:03 PM,POINT (-88.223851 40.106901),0,Friday,Assault,206477.0
2778,148905767,II1300591,03/28/2013 09:55:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> SUBJECT REPORTED A BATTERY,,1000 Block ILLINOIS ST W,,URBANA,IL,,,40.109048,-88.22158,04/02/2013 05:10:01 PM,04/02/2013 05:10:02 PM,POINT (-88.22158 40.109048),21,Thursday,Assault,206477.0
2790,149497844,II1300648,04/06/2013 02:42:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/> R/P REPORTS HE WAS HIT IN THE FACE. SUSPECTS ON VIDEO.,,200 Block PEABODY E,,URBANA,IL,,,40.101447,-88.236561,04/06/2013 12:30:02 PM,04/06/2013 12:30:03 PM,POINT (-88.236561 40.101447),2,Saturday,Assault,206477.0
2795,149619632,II1300655,04/07/2013 01:02:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>OFFICERS RESPOND TO A TRAFFIC ACCIDENT ON UNIVERSITY PROPERT Y. DRIVER WAS SUSPECTED DUI.,,600 Block WINDSOR RD W,,URBANA,IL,,,40.083517,-88.229438,04/08/2013 07:35:02 PM,04/08/2013 07:35:12 PM,POINT (-88.229438 40.083517),1,Sunday,Assault,206477.0
2796,149619633,II1300656,04/07/2013 03:24:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>OFFICER WAS KICKED BY ARRESTEE WHILE TRYING TO SECURE HIM IN SIDE SQUAD CAR,,600 Block UNIVERSITY AVE,,URBANA,IL,61801.0,,40.118533,-88.201466,04/08/2013 07:35:02 PM,04/08/2013 07:35:13 PM,POINT (-88.201466 40.118533),3,Sunday,Assault,
2864,152215993,II1300802,04/26/2013 10:55:00 PM,[UIPD] BATTERY,"""BATTERY                            <BR/><BR/>SUBJECTS WERE FIGHTING IN A PARKIN GLOT. AFTER THE FIGHT WAS BROKEN UP, SUBJECT RECOGNIZED VICTIM AND PUNCHED HIM IN FRO NT OF OFFICERS. SUBJECT ALSO HAD CANNABIS ON HIS PERSON.""",,600 Block FIRST ST S,,URBANA,IL,,,40.111403,-88.238704,04/27/2013 12:30:02 PM,04/27/2013 01:23:26 PM,POINT (-88.238704 40.111403),22,Friday,Assault,206477.0
2917,153744828,II1300911,05/09/2013 10:50:00 AM,[UIPD] BATTERY,"""BATTERY                            <BR/><BR/>OFFICER DISPATCHED TO FLORIDA AVEENU RESIDENCE, OGLESBY HALL TO MEET WITH A COMPLAINANT. SUSPECT ARRESTED FOR STALKING A ND BATTERY.""",,1000 Block COLLEGE CT,,URBANA,IL,,,40.099232,-88.220667,05/12/2013 02:45:02 PM,05/12/2013 02:45:04 PM,POINT (-88.220667 40.099232),10,Thursday,Assault,206477.0
2927,153790839,II1300939,05/12/2013 02:08:00 AM,[UIPD] CARRYING OUT OF PREMISE,CARRYING OUT OF PREMISE            <BR/><BR/>CHAMPAIGN NOTICE TO APPEAR ISSUED FOR CARRING OPEN LIQUOR OU T OF PREMISES.,,600 Block DANIEL ST E,,URBANA,IL,,,40.107969,-88.230345,05/13/2013 02:10:02 PM,05/13/2013 02:10:05 PM,POINT (-88.230345 40.107969),2,Sunday,Liquor,206477.0
2950,158717466,II1300988,05/21/2013 11:51:00 PM,[UIPD] UNLAWFUL USE OF WEAPONS,UNLAWFUL USE OF WEAPONS            <BR/><BR/>OFFICER CONDUCTED A TRAFFIC STOP. THE VEHICLE WAS SEARCHED A ND METAL KNUCKLES AND A STUN GUN WERE FOUND,,500 Block UNIVERSITY AV E,,URBANA,IL,,,40.116396,-88.224042,05/22/2013 04:20:17 PM,05/22/2013 04:27:33 PM,POINT (-88.224042 40.116396),23,Tuesday,Weapons Offense,206477.0
2985,172306537,II1301077,06/08/2013 07:51:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>OFFICER WAS DISPATCHED TO ASSIST CHAMPAIGN PD ON AN IN PROGR ESS DOMESTIC BATTERY IN THE 800 BLOCK OF NORTH STATE STREET.,,800 Block STATE ST N,,URBANA,IL,,,40.122805,-88.24685,06/09/2013 01:50:24 PM,06/09/2013 01:50:06 PM,POINT (-88.24685 40.122805),19,Saturday,Assault,
2991,173726360,II1301079,06/09/2013 03:00:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>SUBJECT WAS INVOLVED IN A PHYSICAL ALTERCATION IN THE HOTEL ROOM OF THE ILLINOIS UNION. SUBJECT HAD TO BE TRANSPORTED TO THE HOSPITAL DUE TO HIS INJURIES.,,1400 Block GREEN ST W,,URBANA,IL,,,40.110473,-88.225583,06/11/2013 03:21:55 PM,06/11/2013 03:21:37 PM,POINT (-88.225583 40.110473),3,Sunday,Assault,206477.0
3002,177992257,II1301114,06/15/2013 12:05:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> SUSPECT ARRESTED FOR BATTERING SEVERAL VICTIMS,,600 Block GREEN ST E,,URBANA,IL,,,40.110288,-88.230391,06/17/2013 04:25:25 PM,06/17/2013 04:26:54 PM,POINT (-88.230391 40.110288),0,Saturday,Assault,206477.0
3079,209252554,II1301322,07/22/2013 05:15:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> BATTERY OCCURRED AT THE MATERIALS RESEARCH LABORATORY,,100 Block GOODWIN AV S,,URBANA,IL,,,40.1122,-88.22399999999999,07/30/2013 08:35:33 PM,07/30/2013 08:39:44 PM,POINT (-88.224 40.1122),5,Monday,Assault,206477.0
3102,220941472,II1301409,08/14/2013 12:17:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA--ALCOHOL ON PUBLIC PROPERTY,,FIFTH & JOHN,,URBANA,IL,61820.0,,40.1090669,-88.2320189,08/14/2013 05:50:38 PM,08/14/2013 05:49:45 PM,POINT (-88.232019 40.109067),0,Wednesday,Liquor,206477.0
3261,250863468,II1301769,09/20/2013 09:10:00 PM,[UIPD] BATTERY,"""BATTERY                            <BR/><BR/>SUBJECT REPORTED ON GOING PROBLEMS WITH ANOTHER MALE, INCLUDING A PIECE OF BREAD BEING THROWN.""",,1400 Block GREEN ST W,,URBANA,IL,61801.0,,40.110452,-88.2272186,09/23/2013 04:25:52 PM,09/23/2013 04:25:52 PM,POINT (-88.227219 40.110452),21,Friday,Assault,206477.0
3329,259287714,II1301881,10/03/2013 05:25:00 PM,[UIPD] MENTAL CASE-TRANSPORTATION,MENTAL CASE-TRANSPORTATION         <BR/><BR/>LOCATED SUICIDAL SUBJECT AT ISR AND TRANSPORTED SAME TO PRES ENCE HOSPITAL WHERE HE WAS INVOLUNTARILY COMMITTED FOR PSYCH OLOGICAL EVALUATION.,,1000 Block ILLINOIS ST W,,URBANA,IL,61801.0,,40.1090692,-88.2208734,10/04/2013 03:35:56 PM,10/04/2013 03:35:56 PM,POINT (-88.220873 40.109069),17,Thursday,Other,206477.0
3336,261696713,II1301892,10/05/2013 03:35:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> MALE SUBJECT BATTERED FEMALE VICTIM.,,1400 Block GREEN ST W,,URBANA,IL,61801.0,,40.110452,-88.2272186,10/07/2013 02:50:57 PM,10/07/2013 02:50:57 PM,POINT (-88.227219 40.110452),15,Saturday,Assault,206477.0
3351,263350139,II1301924,10/08/2013 12:24:00 AM,[UIPD] BOMB THREAT,BOMB THREAT                        <BR/><BR/>SUBJECT MADE BOMB THREATS TO DISPATCH. SUBJECT REFUSED TO CO MPLY WITH OFFICERS ORDERS.  SUBJECT WAS TRANSPORTED TO HOSPI TAL FOR EVALUATION,,1400 Block GREEN ST W,,URBANA,IL,61801.0,,40.110452,-88.2272186,10/09/2013 04:00:58 PM,10/09/2013 04:00:58 PM,POINT (-88.227219 40.110452),0,Tuesday,Disorder,206477.0
3363,265701616,II1301947,10/11/2013 01:30:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>POLICE RESPONDED TO CHECK ORCHARD DOWNS BUILDING 1802 FOR A DOMESTIC BATTERY. SUSPECT WAS LOCATED IN APARTMENT B AND WAS ARRESTED.,,1800 Block ORCHARD ST S,,URBANA,IL,61801.0,,40.096542799999995,-88.2142295,10/12/2013 02:11:00 PM,10/12/2013 02:11:00 PM,POINT (-88.214229 40.096543),1,Friday,Assault,206477.0
3375,269218969,II1301993,10/14/2013 11:50:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> UNKNOWN SUBJECT STRUCK VICTIM WHILE RIDING HIS BIKE.,,200 Block WRIGHT ST N,,URBANA,IL,,,40.119117700000004,-88.2287895,10/16/2013 03:56:00 PM,10/16/2013 03:56:00 PM,POINT (-88.228789 40.119118),23,Monday,Assault,
3403,273074702,II1302036,10/19/2013 07:15:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>DOMESTIC BATTERY AT A FOOTBALL GAME THAT TURNED INTO AN AGGR AVATED BATTERY AGAINST AN OFFICER.,,1400 Block FIRST ST S,,URBANA,IL,61820.0,,40.098123799999996,-88.2385525,10/21/2013 04:31:02 PM,10/21/2013 04:31:02 PM,POINT (-88.238552 40.098124),19,Saturday,Assault,206477.0
3414,273910004,II1302060,10/22/2013 01:26:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> FEMALE SUBJECT BATTERED TAXI DRIVER,,200 Block PEABODY DR,,URBANA,IL,61820.0,,40.101469,-88.2365968,10/22/2013 03:11:02 PM,10/22/2013 03:11:02 PM,POINT (-88.236597 40.101469),1,Tuesday,Assault,206477.0
3420,276597483,II1301972,10/13/2013 03:43:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/> TWO SUBJECTS WERE INVOLVED IN AGGRAVATED BATTERY,,4100 Block FIRST ST S,,URBANA,IL,61874.0,,40.0564949,-88.23829190000001,10/25/2013 07:41:04 PM,10/25/2013 07:41:04 PM,POINT (-88.238292 40.056495),15,Sunday,Assault,
3427,278595875,II1302102,10/27/2013 11:13:00 AM,[UIPD] BATTERY-AGGRAVATED,"""BATTERY-AGGRAVATED                 <BR/><BR/>A SUBJECT VISITING CAMPUS AND ALLOWED ACCESS TO DORM ROOM AT TEMPTED TO BURGLARIZE ANOTHER DORM ROOM. THE RESIDENT RETURN ED AND THE BURGLARY WAS INTERRUPTED WHILE ATTEMPTING TO ESCA PE THE FEMALE VICTIM ATTEMPTED TO STOP THE SUBJECT THE MALE SUBJECT BATTERED THE VICTIM BY PUSHING, KICKING, AND STOMPIN G THE BODY AND HEAD OF THE FEMALE VICTIM. WHEN CONFRONTED BY POLICE THE MALE SUBJECT ATTEMPTED TO FLEE BUT FELL AND WAS APPREHENDED""",,1200 Block FIRST,,URBANA,IL,61820.0,,40.104079600000006,-88.2386232,10/28/2013 05:23:01 PM,10/28/2013 05:23:01 PM,POINT (-88.238623 40.10408),11,Sunday,Assault,206477.0
3494,291329653,II1302229,10/01/2013 12:01:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>INDIVIDUAL REPORTED BEING THREATENED BY MUTUAL FRIEND. UPON FURTHER INVESTIGATION IT WAS DETERMINED THE VICTIM HAS BEEN SUBJECT TO A PREVIOUS ASSAULT AND THREATS OVER THE PAST MONT H AND A HALF.,,1000 Block COLLEGE CT,,URBANA,IL,61801.0,,40.0994672,-88.2211707,11/13/2013 05:26:08 PM,11/13/2013 05:26:08 PM,POINT (-88.221171 40.099467),0,Tuesday,Assault,206477.0
3507,294501686,II1302248,11/15/2013 05:00:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/> FEMALE BATTERED CAB DRIVER TRYING TO AVOID PAYING FOR FARE.,,1000 Block ILLINOIS ST W,,URBANA,IL,61801.0,,40.1090692,-88.2208734,11/17/2013 01:36:11 PM,11/17/2013 01:36:11 PM,POINT (-88.220873 40.109069),17,Friday,Assault,206477.0
3513,295236903,II1302262,11/17/2013 04:00:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>SUBJECT APPROACHED VICTIMS AND YELLED AT THEM. VICTIMS LATER SPOKE WITH ANOTHER VICTIM THAT WAS PUSHED DOWN BY THE SAME SUBJECT,,1400 Block GREGORY DR,,URBANA,IL,61801.0,,40.10418060000001,-88.2267587,11/18/2013 05:46:11 PM,11/18/2013 05:46:11 PM,POINT (-88.226759 40.104181),16,Sunday,Assault,206477.0
3546,304715777,II1302312,11/26/2013 11:35:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>A HOMELESS SUBJECT APPROACHED AND STRUCK SOMEONE OUTSIDE A U IUC BUILDING.,,JOHN ST E & SIXTH,,URBANA,IL,61820.0,,40.109079,-88.230367,11/30/2013 03:11:14 PM,11/30/2013 03:11:14 PM,POINT (-88.230367 40.109079),11,Tuesday,Assault,206477.0
3596,321792876,II1302439,12/20/2013 10:52:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA ISSUED FOR POSSESSION PROHIBITED ON PUBLIC PROPERTY,,1400 Block W GREGORY DR,,URBANA,IL,61801.0,,40.10418060000001,-88.2267587,12/23/2013 09:46:23 PM,12/23/2013 09:46:23 PM,POINT (-88.226759 40.104181),22,Friday,Liquor,206477.0
3623,376903205,II1400385,03/01/2014 07:30:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> REPORT OF A FIGHT,,1100 Block GREGORY DR,,URBANA,IL,61801.0,,40.1041965,-88.2237179,03/03/2014 05:51:44 PM,03/03/2014 05:51:44 PM,POINT (-88.223718 40.104197),19,Saturday,Assault,206477.0
3656,349174321,II1400116,01/26/2014 02:29:00 PM,[UIPD] MENTAL CASE-TRANSPORTATION,MENTAL CASE-TRANSPORTATION         <BR/><BR/> OFFICERS RESPONDED TO ASSIST FIRE ON A MEDICAL CALL.,,1100 Block GREGORY DR,,URBANA,IL,61801.0,,40.1041965,-88.2237179,01/27/2014 08:21:34 PM,01/27/2014 08:21:34 PM,POINT (-88.223718 40.104197),14,Sunday,Other,206477.0
3710,363332585,II1400250,02/12/2014 10:00:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> PROFESSOR INAPPROPRIATELY TOUCHED A STUDENT,,500 Block ARMORY AV E,,URBANA,IL,61820.0,,40.105427899999995,-88.23187440000001,02/14/2014 04:06:38 PM,02/14/2014 04:06:38 PM,POINT (-88.231874 40.105428),10,Wednesday,Assault,206477.0
3728,368291559,II1400294,02/19/2014 02:10:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> INCIDENT BETWEEN SERVICE WORKER AND CHEF,,900 Block COLLEGE CT,,URBANA,IL,61801.0,,40.0994633,-88.2201142,02/21/2014 03:26:40 PM,02/21/2014 03:26:40 PM,POINT (-88.220114 40.099463),14,Wednesday,Assault,206477.0
3762,375610046,II1400364,02/27/2014 04:03:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> OFFICERS RESPONDED TO A REPORT OF BATTERY.,,800 Block WRIGHT ST S,,URBANA,IL,61801.0,,40.1192921,-88.2287796,03/01/2014 03:11:43 PM,03/01/2014 03:11:43 PM,POINT (-88.22878 40.119292),16,Thursday,Assault,
3780,378818083,II1400400,03/04/2014 08:05:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> UNKNOWN SUBJECT BATTERED VICTIM.,,1900 Block ORCHARD ST S,,URBANA,IL,61801.0,,40.0948374,-88.212882,03/05/2014 08:36:48 PM,03/05/2014 08:36:48 PM,POINT (-88.212882 40.094837),20,Tuesday,Assault,206477.0
3794,381666526,II1400433,03/07/2014 01:18:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>SUBJECT OBSERVED CONSUMING ALCOHOL ON THE ROADWAY AND RAN FR OM POLICE. SUBJECT WAS ARRESTED AND TAKEN TO CCSO.,,JOHN ST E & LOCUST,,URBANA,IL,61820.0,,40.1089939,-88.2403219,03/09/2014 01:56:45 PM,03/09/2014 01:56:45 PM,POINT (-88.240322 40.108994),13,Friday,Liquor,206477.0
3795,381666527,II1400434,03/07/2014 04:13:00 PM,[UIPD] BATTERY,"""BATTERY                            <BR/><BR/>SUBJECT URINATED IN PUBLIC, COMMITTED A BATTERY, AND FLED FR OM POLICE. SUBJECT WAS LOCATED, ARRESTED AND TRANSPORTED.""",,200 Block PEABODY DR,,URBANA,IL,61820.0,,40.101469,-88.2365968,03/09/2014 01:56:45 PM,03/09/2014 01:56:45 PM,POINT (-88.236597 40.101469),16,Friday,Assault,206477.0
3797,381666534,II1400443,03/07/2014 11:25:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>OFFICERS INVESTIGATED REPORT OF A BATTERY AND ISSUED STATE NTA TO OFFENDER,,700 Block SIXTH ST S,,URBANA,IL,61820.0,,40.1102761,-88.2303723,03/09/2014 01:56:45 PM,03/09/2014 01:56:45 PM,POINT (-88.230372 40.110276),23,Friday,Assault,206477.0
3798,381666535,II1400444,03/07/2014 11:06:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/> SUBJECT STRUCK DOORMAN AT RED LION.,,200 Block GREEN ST E,,URBANA,IL,61802.0,,40.1107669,-88.2060739,03/09/2014 01:56:45 PM,03/09/2014 01:56:45 PM,POINT (-88.206074 40.110767),23,Friday,Assault,
3831,388242420,II1400516,03/16/2014 01:56:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>SUBJECT WAS CREATING A DISTURBANCE IN THE RESIDENCE HALL. HE ATTEMPTED TO FIGHT WITH POLICE AND WAS TASED. HE HAD BEEN TAKING MULTIPLE HITS OF THE DRUG MDMA. HE WAS TRANSPORTED TO THE HOSPITAL.,,1200 Block FOURTH ST S,,URBANA,IL,61820.0,,40.103049600000006,-88.2333969,03/17/2014 03:31:48 PM,03/17/2014 03:31:48 PM,POINT (-88.233397 40.10305),1,Sunday,Assault,206477.0
3906,411429918,II1400658,04/09/2014 04:10:00 AM,[UIPD] MENTAL CASE-TRANSPORTATION,MENTAL CASE-TRANSPORTATION         <BR/><BR/>LOCATED SUICIDAL SUBJECT AT HOPKINS HALL AND INVOLUNTARILY C OMMITTED SAME AT CARLE HOSPITAL.,,100 Block GREGORY DR,,URBANA,IL,61820.0,,40.104107299999995,-88.238517,04/11/2014 01:31:54 PM,04/11/2014 01:48:56 PM,POINT (-88.238517 40.104107),4,Wednesday,Other,206477.0
3913,413779475,II1400686,04/13/2014 12:22:00 AM,[UIPD] BATTERY-AGGRAVATED,"""BATTERY-AGGRAVATED                 <BR/><BR/>SUBJECT WHO WAS UNDER THE INFLUENCE OF ALCOHOL AND POSSIBLY MDMA BIT A PERSON, THEN FLED TO THE TOP OF A GARAGE ROOF WHE RE HE WAS TAKEN INTO CUSTODY.""",,GREEN W & ORCHARD,,URBANA,IL,61801.0,,40.110640999999994,-88.2145439,04/14/2014 06:46:55 PM,04/14/2014 06:45:54 PM,POINT (-88.214544 40.110641),0,Sunday,Assault,206477.0
3919,413793702,II1400688,04/13/2014 02:40:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/> BATTERY AT PAR. TWO SUSPECTS APPREHENDED.,,1000 Block COLLEGE CT,,URBANA,IL,61801.0,,40.0994672,-88.2211707,04/14/2014 07:01:55 PM,04/14/2014 07:00:15 PM,POINT (-88.221171 40.099467),2,Sunday,Assault,206477.0
3929,416311856,II1400717,04/16/2014 03:30:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>VICTIM REPORTED BEING BATTERED BY BANK EMPLOYEE AFTER BEING ASKED TO TURN OVER KEYS TO HER VEHICLE.,,2200 Block FIRST ST S,,URBANA,IL,61820.0,,40.0872593,-88.2381694,04/17/2014 06:01:56 PM,04/17/2014 06:00:20 PM,POINT (-88.238169 40.087259),15,Wednesday,Assault,206477.0
3992,431352100,II1400867,05/04/2014 02:50:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>AGGRAVATED BATTERY OCCURED IN A PRIVATE APARTMENT NEAR CAMPU S,,300 Block ARMORY E,,URBANA,IL,61820.0,,40.1054191,-88.23530179999999,05/05/2014 07:12:01 PM,05/05/2014 07:13:13 PM,POINT (-88.235302 40.105419),2,Sunday,Assault,206477.0
4024,441200541,II1400953,05/14/2014 09:30:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>SUSPECT KNOCKED A NOTE BOOK OUT OF THE VICTIMS HAND AND SHOV ED HIM,,1200 Block FOURTH ST S,,URBANA,IL,61820.0,,40.103049600000006,-88.2333969,05/16/2014 03:32:04 PM,05/16/2014 03:30:14 PM,POINT (-88.233397 40.10305),21,Wednesday,Assault,206477.0
4049,454885625,II1401024,05/29/2014 02:05:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>SUICIDAL SUBJECT TRANSPORTED TO PROVENA BY OFFICER. AFTER FU RTHER INVESTIGATION POSSIBLE CHILD ABUSE,,1800 Block ORCHARD PL,,URBANA,IL,61801.0,,40.096564799999996,-88.21424379999999,06/02/2014 07:27:09 PM,06/02/2014 07:25:16 PM,POINT (-88.214244 40.096565),14,Thursday,Assault,206477.0
4059,459406132,II1401051,06/07/2014 12:40:00 AM,[UIPD] UNLAWFUL USE OF WEAPONS,UNLAWFUL USE OF WEAPONS            <BR/><BR/>OFFICER CONDUCTS TRAFFIC STOP ON A VEHICLE. FIREARM AMMUNITI ON WAS SUBSEQUENTLY FOUND IN VEHICLE.,,200 Block GREEN ST E,,URBANA,IL,61802.0,,40.1107669,-88.2060739,06/07/2014 07:32:41 PM,06/07/2014 07:31:15 PM,POINT (-88.206074 40.110767),0,Saturday,Weapons Offense,
4077,465864250,II1401081,06/14/2014 07:35:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/> TWO FEMALES WERE PEPPER SPRAYED BY UNKNOWN MALE.,,2100 Block ORCHARD ST S,,URBANA,IL,61801.0,,40.0907865,-88.21119540000001,06/15/2014 02:43:40 PM,06/15/2014 02:41:44 PM,POINT (-88.211195 40.090787),19,Saturday,Assault,206477.0
4085,470367585,II1401096,06/17/2014 11:23:00 PM,[UIPD] UNLAWFUL USE OF WEAPONS,UNLAWFUL USE OF WEAPONS            <BR/><BR/>VEHICLE WAS STOPPED FOR A TRAFFIC VIOLATION. THE DRIVER FLED THE STOP AND WAS APPREHENDED. SUBESEQUENT SEARCH OF THE VEHICLE REVEALED A STOLEN FIREARM AND CONTROLLED SUBSTANCE.,,100 Block PARK E,,URBANA,IL,61820.0,,40.1173331,-88.2387275,06/20/2014 12:17:15 PM,06/20/2014 12:36:02 PM,POINT (-88.238727 40.117333),23,Tuesday,Weapons Offense,
4090,472150969,II1401108,06/21/2014 02:58:00 PM,[UIPD] UNLAWFUL USE OF WEAPONS,"""UNLAWFUL USE OF WEAPONS            <BR/><BR/>TRAFFIC STOP FOR SUBJECT WANTED ON VALID WARRANT. DRIVER ARRESTED FOR DUS, CANNABIS POSS, DRUG PARAPHERNALIA. PASSENGER ARRESTED FOR WARRANT AND UUW.""",,NEIL ST S & SPRINGFIELD,,URBANA,IL,61820.0,,40.1125701,-88.2434931,06/22/2014 01:02:16 PM,06/22/2014 01:00:05 PM,POINT (-88.243493 40.11257),14,Saturday,Weapons Offense,
